Id,SleepDay,TotalSleepRecords,TotalMinutesAsleep,TotalTimeInBed,BedtimeRoutine,SleepQuality,TotalSteps,SedentaryMinutes,ModeratelyActiveMinutes
1503960366,4/12/2016,1,327,346,19,1.058103976,13162,728,38
1503960366,4/13/2016,2,384,407,23,1.059895833,10735,776,19
1503960366,4/15/2016,1,412,442,30,1.072815534,9762,726,34
1503960366,4/16/2016,2,340,367,27,1.079411765,12669,773,10
1503960366,4/17/2016,1,700,712,12,1.017142857,9705,539,20
1503960366,4/19/2016,1,304,320,16,1.052631579,15506,775,31
1503960366,4/20/2016,1,360,377,17,1.047222222,10544,818,12
1503960366,4/21/2016,1,325,364,39,1.12,9819,838,8
1503960366,4/23/2016,1,361,384,23,1.063711911,14371,732,21
1503960366,4/24/2016,1,430,449,19,1.044186047,10039,709,5
1503960366,4/25/2016,1,277,323,46,1.166064982,15355,814,14
1503960366,4/26/2016,1,245,274,29,1.118367347,13755,833,23
1503960366,4/28/2016,1,366,393,27,1.073770492,13154,782,28
1503960366,4/29/2016,1,341,354,13,1.038123167,11181,815,12
1503960366,4/30/2016,1,404,425,21,1.051980198,14673,712,34
1503960366,5/1/2016,1,369,396,27,1.073170732,10602,730,35
1503960366,5/2/2016,1,277,309,32,1.115523466,14727,798,15
1503960366,5/3/2016,1,273,296,23,1.084249084,15103,816,24
1503960366,5/5/2016,1,247,264,17,1.068825911,14070,857,24
1503960366,5/6/2016,1,334,367,33,1.098802395,12159,754,6
1503960366,5/7/2016,1,331,349,18,1.054380665,11992,833,46
1503960366,5/8/2016,1,594,611,17,1.028619529,10060,574,8
1503960366,5/9/2016,1,338,342,4,1.01183432,12022,835,11
1503960366,5/10/2016,1,383,403,20,1.052219321,12207,746,31
1503960366,5/11/2016,1,285,306,21,1.073684211,12770,669,23
1644430081,4/29/2016,1,119,127,8,1.067226891,3176,1193,0
1644430081,4/30/2016,1,124,142,18,1.14516129,18213,816,71
1644430081,5/2/2016,1,796,961,165,1.207286432,3758,682,7
1644430081,5/8/2016,1,137,154,17,1.124087591,6724,991,0
1844505072,4/15/2016,1,644,961,317,1.492236025,3844,527,0
1844505072,4/30/2016,1,722,961,239,1.331024931,4014,218,0
1844505072,5/1/2016,1,590,961,371,1.628813559,2573,585,7
1927972279,4/12/2016,3,750,775,25,1.033333333,678,734,0
1927972279,4/13/2016,1,398,422,24,1.060301508,356,986,0
1927972279,4/15/2016,2,475,499,24,1.050526316,980,941,0
1927972279,4/26/2016,1,296,315,19,1.064189189,3761,1058,0
1927972279,4/28/2016,1,166,178,12,1.072289157,1675,1167,0
2026352035,4/12/2016,1,503,546,43,1.085487078,4414,706,8
2026352035,4/13/2016,1,531,565,34,1.064030132,4993,663,0
2026352035,4/14/2016,1,545,568,23,1.042201835,3335,653,0
2026352035,4/15/2016,1,523,573,50,1.095602294,3821,687,0
2026352035,4/16/2016,1,524,567,43,1.082061069,2547,728,0
2026352035,4/17/2016,1,437,498,61,1.139588101,838,1053,0
2026352035,4/19/2016,1,498,540,42,1.084337349,2424,785,0
2026352035,4/20/2016,1,461,510,49,1.106290672,7222,623,0
2026352035,4/21/2016,1,477,514,37,1.077568134,2467,749,0
2026352035,4/22/2016,1,520,545,25,1.048076923,2915,712,0
2026352035,4/23/2016,1,522,554,32,1.061302682,12357,458,0
2026352035,4/24/2016,1,555,591,36,1.064864865,3490,704,0
2026352035,4/25/2016,1,506,531,25,1.049407115,6017,821,0
2026352035,4/27/2016,1,508,545,37,1.072834646,6088,586,0
2026352035,4/28/2016,1,513,545,32,1.062378168,6375,626,0
2026352035,4/29/2016,1,490,510,20,1.040816327,7604,492,0
2026352035,4/30/2016,1,573,607,34,1.059336824,4729,594,0
2026352035,5/1/2016,1,527,546,19,1.036053131,3609,716,0
2026352035,5/2/2016,1,511,543,32,1.062622309,7018,716,0
2026352035,5/4/2016,1,538,560,22,1.040892193,6564,530,0
2026352035,5/5/2016,1,468,485,17,1.036324786,12167,479,0
2026352035,5/6/2016,1,524,548,24,1.045801527,8198,511,0
2026352035,5/7/2016,1,511,521,10,1.019569472,4193,665,0
2026352035,5/8/2016,1,541,568,27,1.049907579,5528,610,0
2026352035,5/9/2016,1,531,556,25,1.047080979,10685,543,0
2026352035,5/10/2016,1,357,380,23,1.06442577,254,1002,0
2026352035,5/11/2016,1,523,553,30,1.057361377,8580,569,0
2026352035,5/12/2016,1,456,485,29,1.063596491,8891,330,0
2320127002,4/23/2016,1,61,69,8,1.131147541,5079,1129,0
2347167796,4/13/2016,1,467,531,64,1.137044968,10352,676,32
2347167796,4/14/2016,1,445,489,44,1.098876404,10129,705,48
2347167796,4/15/2016,1,452,504,52,1.115044248,10465,720,24
2347167796,4/17/2016,1,556,602,46,1.082733813,5472,508,7
2347167796,4/18/2016,1,500,557,57,1.114,8247,678,16
2347167796,4/19/2016,1,465,514,49,1.105376344,6711,648,7
2347167796,4/21/2016,1,460,484,24,1.052173913,10080,761,26
2347167796,4/22/2016,1,405,461,56,1.138271605,7804,781,27
2347167796,4/23/2016,1,374,386,12,1.032085561,16901,591,35
2347167796,4/24/2016,1,442,459,17,1.038461538,9471,584,0
2347167796,4/25/2016,1,433,471,38,1.087759815,9482,653,11
2347167796,4/26/2016,1,436,490,54,1.123853211,5980,732,0
2347167796,4/27/2016,1,448,499,51,1.113839286,11423,623,9
2347167796,4/28/2016,1,408,450,42,1.102941176,5439,764,0
2347167796,4/29/2016,1,411,473,62,1.150851582,42,2,0
3977333714,4/12/2016,1,274,469,195,1.711678832,8856,777,19
3977333714,4/13/2016,2,295,456,161,1.545762712,10035,754,46
3977333714,4/14/2016,1,291,397,106,1.364261168,7641,801,23
3977333714,4/15/2016,1,424,556,132,1.311320755,9010,644,42
3977333714,4/16/2016,1,283,510,227,1.802120141,13459,663,83
3977333714,4/17/2016,1,381,566,185,1.485564304,10415,600,58
3977333714,4/18/2016,2,412,522,110,1.266990291,11663,605,95
3977333714,4/19/2016,1,219,395,176,1.803652968,12414,738,67
3977333714,4/20/2016,2,152,305,153,2.006578947,11658,845,98
3977333714,4/21/2016,1,332,512,180,1.542168675,6093,712,0
3977333714,4/22/2016,1,355,476,121,1.34084507,8911,731,12
3977333714,4/23/2016,1,235,372,137,1.582978723,12058,724,92
3977333714,4/24/2016,1,310,526,216,1.696774194,14112,660,95
3977333714,4/25/2016,1,262,467,205,1.782442748,11177,781,9
3977333714,4/26/2016,1,250,371,121,1.484,11388,797,95
3977333714,4/27/2016,1,349,540,191,1.547277937,7193,714,10
3977333714,4/28/2016,1,261,423,162,1.620689655,7114,804,8
3977333714,4/29/2016,1,333,478,145,1.435435435,10645,744,32
3977333714,4/30/2016,1,237,382,145,1.611814346,13238,687,52
3977333714,5/1/2016,1,383,626,243,1.634464752,10414,691,40
3977333714,5/2/2016,1,230,384,154,1.669565217,16520,713,143
3977333714,5/3/2016,1,292,500,208,1.712328767,14335,594,41
3977333714,5/4/2016,1,213,336,123,1.577464789,13559,852,96
3977333714,5/5/2016,1,318,480,162,1.509433962,12312,680,88
3977333714,5/6/2016,1,323,512,189,1.585139319,11677,676,55
3977333714,5/7/2016,1,237,443,206,1.869198312,11550,703,86
3977333714,5/8/2016,2,259,456,197,1.760617761,13585,688,116
3977333714,5/10/2016,1,312,452,140,1.448717949,13072,676,115
4020332650,4/12/2016,1,501,541,40,1.079840319,8539,712,15
4020332650,4/16/2016,1,77,77,0,1,1982,1222,21
4020332650,5/3/2016,1,322,332,10,1.031055901,4496,950,0
4020332650,5/4/2016,1,478,536,58,1.121338912,10252,531,46
4020332650,5/5/2016,1,226,248,22,1.097345133,11728,916,42
4020332650,5/6/2016,1,385,408,23,1.05974026,4369,855,0
4020332650,5/8/2016,1,364,402,38,1.104395604,5862,775,0
4020332650,5/10/2016,1,442,494,52,1.117647059,5546,774,0
4319703577,4/14/2016,1,535,557,22,1.041121495,10210,589,9
4319703577,4/15/2016,1,465,491,26,1.055913978,5664,752,0
4319703577,4/16/2016,1,506,522,16,1.031620553,4744,724,0
4319703577,4/18/2016,1,515,551,36,1.069902913,2276,824,9
4319703577,4/19/2016,2,461,498,37,1.080260304,8925,604,0
4319703577,4/20/2016,1,523,543,20,1.038240918,8954,671,18
4319703577,4/21/2016,1,59,65,6,1.101694915,3702,1265,0
4319703577,4/22/2016,1,533,550,17,1.031894934,4500,709,19
4319703577,4/23/2016,1,692,722,30,1.043352601,4935,546,0
4319703577,4/24/2016,1,467,501,34,1.072805139,4081,692,5
4319703577,4/25/2016,1,488,506,18,1.036885246,9259,544,8
4319703577,4/26/2016,1,505,516,11,1.021782178,9899,649,21
4319703577,4/27/2016,1,286,307,21,1.073426573,10780,680,47
4319703577,4/28/2016,1,497,522,25,1.050301811,10817,552,8
4319703577,4/29/2016,1,523,546,23,1.043977055,7990,624,18
4319703577,4/30/2016,1,490,516,26,1.053061224,8221,695,38
4319703577,5/1/2016,1,484,500,16,1.033057851,1251,836,0
4319703577,5/2/2016,1,478,506,28,1.058577406,9261,585,11
4319703577,5/3/2016,1,474,512,38,1.080168776,9648,669,26
4319703577,5/6/2016,1,450,491,41,1.091111111,9524,692,11
4319703577,5/7/2016,1,507,530,23,1.045364892,7937,586,28
4319703577,5/8/2016,1,602,638,36,1.059800664,3672,603,0
4319703577,5/9/2016,1,535,565,30,1.056074766,10378,490,14
4319703577,5/10/2016,1,487,517,30,1.061601643,9487,555,12
4319703577,5/11/2016,1,529,558,29,1.054820416,9129,574,18
4319703577,5/12/2016,1,302,321,19,1.062913907,17,0,0
4388161847,4/15/2016,1,499,526,27,1.054108216,8758,837,0
4388161847,4/16/2016,2,426,448,22,1.051643192,6580,609,9
4388161847,4/17/2016,2,619,641,22,1.035541195,4660,721,0
4388161847,4/18/2016,1,99,104,5,1.050505051,11009,1017,8
4388161847,4/19/2016,1,329,338,9,1.027355623,10181,704,16
4388161847,4/20/2016,1,421,451,30,1.071258907,10553,696,42
4388161847,4/21/2016,1,442,458,16,1.036199095,10055,853,12
4388161847,4/22/2016,1,82,85,3,1.036585366,12139,945,25
4388161847,4/23/2016,1,478,501,23,1.048117155,13236,749,5
4388161847,4/24/2016,3,552,595,43,1.077898551,10243,584,8
4388161847,4/26/2016,1,319,346,27,1.084639498,9461,673,23
4388161847,4/27/2016,1,439,500,61,1.138952164,11193,684,48
4388161847,4/28/2016,1,428,458,30,1.070093458,10074,878,9
4388161847,4/30/2016,2,409,430,21,1.051344743,12533,537,43
4388161847,5/1/2016,1,547,597,50,1.091407678,10255,579,15
4388161847,5/2/2016,2,368,376,8,1.02173913,10096,935,4
4388161847,5/4/2016,1,390,414,24,1.061538462,12375,632,21
4388161847,5/5/2016,1,471,495,24,1.050955414,9603,896,39
4388161847,5/5/2016,1,471,495,24,1.050955414,9603,896,39
4388161847,5/7/2016,1,472,496,24,1.050847458,22770,508,56
4388161847,5/8/2016,2,529,541,12,1.02268431,17298,576,38
4388161847,5/9/2016,1,62,65,3,1.048387097,10218,1020,19
4388161847,5/10/2016,1,354,375,21,1.059322034,10299,648,14
4388161847,5/11/2016,1,469,494,25,1.053304904,10201,858,18
4445114986,4/12/2016,2,429,457,28,1.065268065,3276,787,0
4445114986,4/13/2016,2,370,406,36,1.097297297,2961,840,0
4445114986,4/14/2016,1,441,492,51,1.115646259,3974,717,0
4445114986,4/15/2016,2,337,379,42,1.12462908,7198,711,0
4445114986,4/16/2016,1,462,499,37,1.08008658,3945,716,0
4445114986,4/17/2016,1,98,107,9,1.091836735,2268,1219,0
4445114986,4/19/2016,2,388,424,36,1.092783505,2064,895,0
4445114986,4/20/2016,1,439,462,23,1.0523918,2072,841,0
4445114986,4/21/2016,1,436,469,33,1.075688073,3809,756,0
4445114986,4/22/2016,1,388,417,29,1.074742268,6831,706,0
4445114986,4/25/2016,1,328,345,17,1.051829268,3385,916,0
4445114986,4/26/2016,2,353,391,38,1.107648725,6326,839,1
4445114986,4/27/2016,1,332,374,42,1.126506024,7243,839,1
4445114986,4/28/2016,1,419,442,23,1.054892601,4493,762,0
4445114986,4/29/2016,1,106,108,2,1.018867925,4676,1106,0
4445114986,4/30/2016,1,322,353,31,1.096273292,6222,797,0
4445114986,5/1/2016,2,439,459,20,1.045558087,5232,741,0
4445114986,5/2/2016,1,502,542,40,1.079681275,6910,667,4
4445114986,5/3/2016,2,417,450,33,1.079136691,7502,725,2
4445114986,5/4/2016,2,337,363,26,1.077151335,2923,897,0
4445114986,5/5/2016,2,462,513,51,1.11038961,3800,734,6
4445114986,5/6/2016,2,374,402,28,1.07486631,4514,809,0
4445114986,5/7/2016,2,401,436,35,1.087281796,5183,866,4
4445114986,5/8/2016,1,361,391,30,1.083102493,7303,733,8
4445114986,5/9/2016,1,457,533,76,1.166301969,5275,641,0
4445114986,5/10/2016,1,405,426,21,1.051851852,3915,783,0
4445114986,5/11/2016,1,499,530,31,1.062124248,9105,622,22
4445114986,5/12/2016,1,483,501,18,1.037267081,768,380,0
4558609924,4/21/2016,1,126,137,11,1.087301587,13743,844,21
4558609924,4/26/2016,1,103,121,18,1.174757282,9148,1062,41
4558609924,4/29/2016,1,171,179,8,1.046783626,7833,1096,29
4558609924,5/1/2016,1,115,129,14,1.12173913,3428,1121,0
4558609924,5/8/2016,1,123,134,11,1.089430894,6543,1019,35
4702921684,4/12/2016,1,425,439,14,1.032941176,7213,718,0
4702921684,4/13/2016,2,400,430,30,1.075,6877,777,0
4702921684,4/14/2016,1,384,415,31,1.080729167,7860,772,0
4702921684,4/15/2016,1,253,257,4,1.015810277,6506,944,8
4702921684,4/16/2016,2,382,406,24,1.062827225,11140,556,24
4702921684,4/17/2016,1,591,612,21,1.035532995,12692,437,66
4702921684,4/18/2016,1,293,312,19,1.064846416,9105,890,30
4702921684,4/19/2016,1,457,487,30,1.065645514,6708,757,8
4702921684,4/20/2016,1,454,468,14,1.030837004,8793,717,29
4702921684,4/21/2016,1,425,434,9,1.021176471,6530,901,41
4702921684,4/23/2016,1,465,475,10,1.021505376,15126,469,66
4702921684,4/24/2016,1,480,506,26,1.054166667,15050,542,95
4702921684,4/25/2016,1,370,380,10,1.027027027,9167,730,15
4702921684,4/26/2016,1,421,429,8,1.019002375,6108,765,8
4702921684,4/27/2016,1,432,449,17,1.039351852,7047,733,16
4702921684,4/28/2016,1,442,461,19,1.042986425,9023,738,9
4702921684,4/29/2016,1,433,447,14,1.032332564,9930,692,19
4702921684,4/30/2016,1,479,501,22,1.045929019,10144,728,36
4702921684,5/3/2016,1,327,373,46,1.140672783,9454,729,0
4702921684,5/4/2016,1,412,434,22,1.053398058,8161,757,15
4702921684,5/5/2016,1,414,428,14,1.033816425,8614,745,5
4702921684,5/6/2016,1,404,449,45,1.111386139,6943,682,16
4702921684,5/7/2016,1,520,543,23,1.044230769,14370,577,46
4702921684,5/7/2016,1,520,543,23,1.044230769,14370,577,46
4702921684,5/9/2016,1,435,458,23,1.052873563,8232,746,12
4702921684,5/10/2016,1,416,431,15,1.036057692,10613,701,37
4702921684,5/11/2016,1,354,366,12,1.033898305,9810,784,41
4702921684,5/12/2016,1,404,442,38,1.094059406,2752,241,0
5553957443,4/12/2016,1,441,464,23,1.052154195,11596,767,13
5553957443,4/13/2016,2,455,488,33,1.072527473,4832,647,0
5553957443,4/14/2016,1,357,418,61,1.170868347,17022,693,41
5553957443,4/15/2016,1,377,409,32,1.084880637,16556,689,38
5553957443,4/16/2016,2,651,686,35,1.053763441,5771,521,0
5553957443,4/17/2016,1,350,402,52,1.148571429,655,943,0
5553957443,4/18/2016,2,520,541,21,1.040384615,3727,622,0
5553957443,4/19/2016,1,357,410,53,1.148459384,15482,756,28
5553957443,4/20/2016,1,658,678,20,1.030395137,2713,598,0
5553957443,4/21/2016,1,399,431,32,1.080200501,12346,801,42
5553957443,4/22/2016,1,322,353,31,1.096273292,11682,781,16
5553957443,4/23/2016,2,631,725,94,1.148969889,4112,443,0
5553957443,4/24/2016,2,553,640,87,1.157323689,1807,582,0
5553957443,4/25/2016,1,433,468,35,1.080831409,10946,732,11
5553957443,4/26/2016,1,412,453,41,1.099514563,11886,750,18
5553957443,4/27/2016,1,347,391,44,1.126801153,10538,745,16
5553957443,4/28/2016,1,421,457,36,1.085510689,11393,727,13
5553957443,4/29/2016,1,450,495,45,1.1,12764,709,15
5553957443,4/30/2016,2,775,843,68,1.087741935,1202,506,0
5553957443,5/1/2016,2,622,686,64,1.102893891,5164,436,0
5553957443,5/2/2016,1,409,471,62,1.151589242,9769,724,9
5553957443,5/3/2016,1,380,429,49,1.128947368,12848,812,29
5553957443,5/4/2016,1,447,470,23,1.051454139,4249,651,0
5553957443,5/5/2016,1,419,464,45,1.107398568,14331,692,29
5553957443,5/6/2016,1,400,434,34,1.085,9632,761,9
5553957443,5/7/2016,1,442,470,28,1.063348416,1868,902,0
5553957443,5/8/2016,1,568,608,40,1.070422535,6083,505,8
5553957443,5/9/2016,1,453,494,41,1.090507726,11611,667,22
5553957443,5/10/2016,1,418,443,25,1.059808612,16358,707,40
5553957443,5/11/2016,1,463,486,23,1.049676026,4926,628,0
5553957443,5/12/2016,1,438,475,37,1.084474886,3121,222,6
5577150313,4/12/2016,1,419,438,19,1.045346062,8135,728,16
5577150313,4/13/2016,1,432,458,26,1.060185185,5077,776,11
5577150313,4/14/2016,1,477,497,20,1.041928721,8596,662,30
5577150313,4/15/2016,1,392,413,21,1.053571429,12087,695,54
5577150313,4/16/2016,1,406,445,39,1.096059113,14269,472,56
5577150313,4/17/2016,1,549,583,34,1.061930783,12231,525,37
5577150313,4/18/2016,1,527,553,26,1.049335863,9893,623,32
5577150313,4/19/2016,1,449,465,16,1.035634744,12574,733,23
5577150313,4/20/2016,1,447,480,33,1.073825503,8330,773,16
5577150313,4/21/2016,1,414,437,23,1.055555556,10830,670,74
5577150313,4/22/2016,1,338,366,28,1.082840237,9172,823,30
5577150313,4/23/2016,1,384,402,18,1.046875,7638,627,24
5577150313,4/24/2016,1,543,615,72,1.132596685,15764,425,65
5577150313,4/25/2016,1,421,461,40,1.095011876,6393,743,38
5577150313,4/26/2016,1,354,377,23,1.064971751,5325,759,32
5577150313,4/27/2016,1,424,452,28,1.066037736,6805,773,16
5577150313,4/28/2016,1,361,372,11,1.030470914,9841,692,51
5577150313,4/29/2016,1,459,485,26,1.05664488,7924,739,36
5577150313,4/30/2016,1,412,433,21,1.050970874,12363,621,45
5577150313,5/1/2016,1,379,398,19,1.050131926,13368,499,72
5577150313,5/2/2016,2,525,553,28,1.053333333,7439,732,20
5577150313,5/3/2016,1,508,543,35,1.068897638,11045,580,8
5577150313,5/4/2016,1,603,634,31,1.051409619,5206,631,9
5577150313,5/5/2016,1,74,78,4,1.054054054,7550,1153,21
5577150313,5/10/2016,1,504,562,58,1.115079365,8869,639,37
5577150313,5/11/2016,1,431,476,45,1.104408353,4038,257,15
6117666160,4/16/2016,1,380,398,18,1.047368421,14450,502,15
6117666160,4/17/2016,2,336,350,14,1.041666667,7150,702,0
6117666160,4/18/2016,2,493,510,17,1.034482759,5153,759,0
6117666160,4/19/2016,1,465,492,27,1.058064516,11135,425,0
6117666160,4/20/2016,1,474,502,28,1.05907173,10449,587,10
6117666160,4/21/2016,1,508,550,42,1.082677165,19542,579,19
6117666160,4/22/2016,1,480,546,66,1.1375,8206,413,0
6117666160,4/23/2016,1,492,539,47,1.095528455,11495,468,0
6117666160,4/24/2016,1,353,367,14,1.039660057,7623,711,0
6117666160,4/27/2016,1,542,557,15,1.027675277,9411,417,0
6117666160,4/28/2016,1,393,416,23,1.058524173,3403,758,0
6117666160,4/29/2016,1,600,636,36,1.06,9592,479,0
6117666160,5/1/2016,1,507,575,68,1.134122288,8915,525,0
6117666160,5/5/2016,1,392,415,23,1.058673469,9799,479,0
6117666160,5/6/2016,2,658,698,40,1.060790274,3365,673,0
6117666160,5/7/2016,2,498,507,9,1.018072289,7336,456,0
6117666160,5/8/2016,1,555,603,48,1.086486486,7328,517,0
6117666160,5/9/2016,1,492,522,30,1.06097561,4477,125,0
6775888955,4/13/2016,1,235,260,25,1.106382979,4053,1053,18
6775888955,4/14/2016,1,423,441,18,1.042553191,5162,863,24
6775888955,4/15/2016,1,391,406,15,1.038363171,1282,976,0
6962181067,4/12/2016,1,366,387,21,1.057377049,10199,796,14
6962181067,4/13/2016,3,630,679,49,1.077777778,5652,548,24
6962181067,4/14/2016,2,508,535,27,1.053149606,1551,862,0
6962181067,4/15/2016,1,370,386,16,1.043243243,5563,837,0
6962181067,4/16/2016,1,357,366,9,1.025210084,13217,741,3
6962181067,4/17/2016,1,427,446,19,1.044496487,10145,634,13
6962181067,4/18/2016,1,442,458,16,1.036199095,11404,689,42
6962181067,4/19/2016,1,476,535,59,1.12394958,10742,659,41
6962181067,4/20/2016,1,418,424,6,1.014354067,13928,639,4
6962181067,4/21/2016,1,451,457,6,1.013303769,11835,708,27
6962181067,4/22/2016,1,425,435,10,1.023529412,10725,659,33
6962181067,4/23/2016,1,528,546,18,1.034090909,20031,484,41
6962181067,4/24/2016,1,511,514,3,1.005870841,5029,720,0
6962181067,4/25/2016,1,400,415,15,1.0375,13239,637,31
6962181067,4/26/2016,1,441,446,5,1.011337868,10433,680,7
6962181067,4/27/2016,1,455,467,12,1.026373626,10320,697,38
6962181067,4/28/2016,1,440,453,13,1.029545455,12627,621,8
6962181067,4/29/2016,1,433,447,14,1.032332564,10762,645,15
6962181067,4/30/2016,1,422,424,2,1.004739336,10081,731,16
6962181067,5/1/2016,1,411,426,15,1.03649635,5454,722,0
6962181067,5/2/2016,1,466,482,16,1.034334764,12912,655,39
6962181067,5/3/2016,1,394,418,24,1.060913706,12109,654,36
6962181067,5/4/2016,1,442,455,13,1.029411765,10147,683,36
6962181067,5/5/2016,1,467,491,24,1.051391863,10524,591,22
6962181067,5/6/2016,1,443,462,19,1.042889391,5908,717,0
6962181067,5/7/2016,1,298,334,36,1.120805369,6815,745,0
6962181067,5/8/2016,1,541,569,28,1.051756007,4188,709,14
6962181067,5/9/2016,1,489,497,8,1.016359918,12342,607,21
6962181067,5/10/2016,1,469,481,12,1.025586354,15448,626,34
6962181067,5/11/2016,1,452,480,28,1.061946903,6722,709,7
6962181067,5/12/2016,1,516,535,19,1.036821705,3587,127,8
7007744171,4/16/2016,1,79,82,3,1.037974684,4631,1155,0
7007744171,5/1/2016,1,58,61,3,1.051724138,5600,1142,0
7086361926,4/12/2016,1,514,525,11,1.021400778,11317,745,6
7086361926,4/13/2016,1,451,465,14,1.031042129,5813,744,26
7086361926,4/14/2016,1,472,476,4,1.008474576,9123,787,32
7086361926,4/15/2016,1,377,386,9,1.023872679,8585,864,21
7086361926,4/19/2016,1,472,483,11,1.023305085,10688,671,69
7086361926,4/20/2016,1,492,502,10,1.020325203,14365,797,13
7086361926,4/21/2016,1,390,411,21,1.053846154,9469,758,6
7086361926,4/22/2016,1,428,448,20,1.046728972,9753,762,59
7086361926,4/24/2016,1,681,704,23,1.033773862,3520,566,0
7086361926,4/25/2016,1,446,447,1,1.002242152,10091,706,39
7086361926,4/26/2016,1,485,500,15,1.030927835,10387,726,33
7086361926,4/27/2016,1,469,479,10,1.021321962,11107,829,6
7086361926,4/28/2016,1,354,367,13,1.036723164,11584,810,48
7086361926,4/30/2016,1,485,489,4,1.008247423,14560,584,17
7086361926,5/1/2016,1,388,407,19,1.048969072,12390,685,15
7086361926,5/2/2016,1,440,459,19,1.043181818,10052,737,26
7086361926,5/3/2016,1,456,461,5,1.010964912,10288,761,36
7086361926,5/4/2016,1,420,436,16,1.038095238,10988,843,12
7086361926,5/6/2016,1,322,333,11,1.034161491,12461,834,35
7086361926,5/7/2016,1,530,548,18,1.033962264,12827,621,42
7086361926,5/8/2016,1,481,510,29,1.06029106,10677,695,27
7086361926,5/9/2016,1,427,438,11,1.025761124,13566,743,50
7086361926,5/11/2016,1,451,463,12,1.026607539,9572,757,40
7086361926,5/12/2016,1,444,457,13,1.029279279,3789,343,4
8053475328,4/20/2016,1,486,493,7,1.014403292,15108,695,5
8053475328,4/23/2016,1,331,337,6,1.018126888,22359,741,14
8053475328,5/7/2016,1,74,75,1,1.013513514,19769,1076,20
8378563200,4/12/2016,1,338,356,18,1.053254438,7626,723,15
8378563200,4/13/2016,2,447,487,40,1.089485459,12386,680,14
8378563200,4/14/2016,1,424,455,31,1.073113208,13318,699,21
8378563200,4/15/2016,1,513,533,20,1.038986355,14461,729,23
8378563200,4/16/2016,2,611,689,78,1.127659574,11207,563,21
